id,name,email,phone,email_verified_at,wallet,password,version,teacher_id,image,level,parent_id,account,status,school,gender,fcm,remember_token,classroom,flipbank,id_type,generated_password,saving,credit,trans_id,password_updated,token,first_noti,flipbankname,xp,code,last_lesson_page,ip,created_at,updated_at,account_generated,country,home_state,age
54,Sophia Wilson,sophia.wilson@student.edu,,1/18/2024 11:00,21.25,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/sophia_w.jpg,3,55,STU054,active,2,Male,fcm_student_004,student_remember_004,201,4,student_id,temp012,10.75,4.25,trans_004,1,student_token_004,1,Sophia FlipBank,175,SO004,/courses/writing/lesson4,192.168.1.13,2023-10-01 00:00:00,2023-12-27 00:00:00,STU054,USA,New York,18
55,Liam Martinez,liam.martinez@student.edu,,1/20/2024 15:45,14.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.0,3,/profiles/liam_m.jpg,1,5,STU055,active,2,Male,fcm_student_005,student_remember_005,201,5,student_id,temp345,5.25,2.0,trans_005,0,student_token_005,0,Liam FlipBank,85,LI005,/courses/history/lesson1,192.168.1.14,2023-03-26 00:00:00,2023-07-27 00:00:00,STU055,Canada,Manitoba,14
56,Alex Johnson,alex.johnson@student.edu,,1/15/2024 12:00,25.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/alex_j.jpg,3,4,STU056,active,1,Prefer not to say,fcm_student_001,student_remember_001,101,1,student_id,temp123,12.75,5.25,trans_001,1,student_token_001,1,Alex FlipBank,150,AL001,/courses/math/lesson3,192.168.1.10,2023-01-26 00:00:00,2023-02-22 00:00:00,STU056,USA,North Carolina,11
57,Emma Davis,emma.davis@student.edu,,1/16/2024 10:30,18.75,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/emma_d.jpg,2,96,STU057,active,1,Male,fcm_student_002,student_remember_002,101,2,student_id,temp456,8.5,3.75,trans_002,1,student_token_002,1,Emma FlipBank,120,EM002,/courses/english/lesson2,192.168.1.11,2023-04-23 00:00:00,2023-06-07 00:00:00,STU057,USA,Texas,16
58,Noah Brown,noah.brown@student.edu,,1/17/2024 9:15,32.0,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/noah_b.jpg,4,42,STU058,active,1,Prefer not to say,fcm_student_003,student_remember_003,102,3,student_id,temp789,15.0,8.5,trans_003,1,student_token_003,0,Noah FlipBank,200,NO003,/courses/science/lesson1,192.168.1.12,2023-08-20 00:00:00,2023-12-07 00:00:00,STU058,Canada,New Brunswick,11
59,Sophia Wilson,sophia.wilson@student.edu,,1/18/2024 11:00,21.25,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/sophia_w.jpg,3,47,STU059,active,2,Non-binary,fcm_student_004,student_remember_004,201,4,student_id,temp012,10.75,4.25,trans_004,1,student_token_004,1,Sophia FlipBank,175,SO004,/courses/writing/lesson4,192.168.1.13,2023-03-11 00:00:00,2023-03-26 00:00:00,STU059,Canada,British Columbia,13
60,Liam Martinez,liam.martinez@student.edu,,1/20/2024 15:45,14.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.0,3,/profiles/liam_m.jpg,1,67,STU060,active,2,Male,fcm_student_005,student_remember_005,201,5,student_id,temp345,5.25,2.0,trans_005,0,student_token_005,0,Liam FlipBank,85,LI005,/courses/history/lesson1,192.168.1.14,2023-03-02 00:00:00,2023-05-11 00:00:00,STU060,USA,Ohio,15
61,Alex Johnson,alex.johnson@student.edu,,1/15/2024 12:00,25.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/alex_j.jpg,3,95,STU061,active,1,Female,fcm_student_001,student_remember_001,101,1,student_id,temp123,12.75,5.25,trans_001,1,student_token_001,1,Alex FlipBank,150,AL001,/courses/math/lesson3,192.168.1.10,2023-12-10 00:00:00,2024-05-05 00:00:00,STU061,USA,New York,11
62,Emma Davis,emma.davis@student.edu,,1/16/2024 10:30,18.75,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/emma_d.jpg,2,9,STU062,active,1,Female,fcm_student_002,student_remember_002,101,2,student_id,temp456,8.5,3.75,trans_002,1,student_token_002,1,Emma FlipBank,120,EM002,/courses/english/lesson2,192.168.1.11,2023-01-05 00:00:00,2023-06-12 00:00:00,STU062,Canada,Nova Scotia,16
63,Noah Brown,noah.brown@student.edu,,1/17/2024 9:15,32.0,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/noah_b.jpg,4,56,STU063,active,1,Non-binary,fcm_student_003,student_remember_003,102,3,student_id,temp789,15.0,8.5,trans_003,1,student_token_003,0,Noah FlipBank,200,NO003,/courses/science/lesson1,192.168.1.12,2023-12-14 00:00:00,2024-05-05 00:00:00,STU063,USA,Illinois,11
64,Sophia Wilson,sophia.wilson@student.edu,,1/18/2024 11:00,21.25,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/sophia_w.jpg,3,51,STU064,active,2,Male,fcm_student_004,student_remember_004,201,4,student_id,temp012,10.75,4.25,trans_004,1,student_token_004,1,Sophia FlipBank,175,SO004,/courses/writing/lesson4,192.168.1.13,2023-10-11 00:00:00,2024-02-21 00:00:00,STU064,Canada,New Brunswick,13
65,Liam Martinez,liam.martinez@student.edu,,1/20/2024 15:45,14.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.0,3,/profiles/liam_m.jpg,1,12,STU065,active,2,Male,fcm_student_005,student_remember_005,201,5,student_id,temp345,5.25,2.0,trans_005,0,student_token_005,0,Liam FlipBank,85,LI005,/courses/history/lesson1,192.168.1.14,2023-07-31 00:00:00,2023-08-15 00:00:00,STU065,USA,Washington,18
66,Alex Johnson,alex.johnson@student.edu,,1/15/2024 12:00,25.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/alex_j.jpg,3,6,STU066,active,1,Male,fcm_student_001,student_remember_001,101,1,student_id,temp123,12.75,5.25,trans_001,1,student_token_001,1,Alex FlipBank,150,AL001,/courses/math/lesson3,192.168.1.10,2023-06-25 00:00:00,2023-10-23 00:00:00,STU066,USA,North Carolina,18
67,Emma Davis,emma.davis@student.edu,,1/16/2024 10:30,18.75,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/emma_d.jpg,2,2,STU067,active,1,Female,fcm_student_002,student_remember_002,101,2,student_id,temp456,8.5,3.75,trans_002,1,student_token_002,1,Emma FlipBank,120,EM002,/courses/english/lesson2,192.168.1.11,2023-01-21 00:00:00,2023-03-18 00:00:00,STU067,USA,Illinois,13
68,Noah Brown,noah.brown@student.edu,,1/17/2024 9:15,32.0,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/noah_b.jpg,4,38,STU068,active,1,Female,fcm_student_003,student_remember_003,102,3,student_id,temp789,15.0,8.5,trans_003,1,student_token_003,0,Noah FlipBank,200,NO003,/courses/science/lesson1,192.168.1.12,2023-01-25 00:00:00,2023-03-12 00:00:00,STU068,USA,New York,12
69,Sophia Wilson,sophia.wilson@student.edu,,1/18/2024 11:00,21.25,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/sophia_w.jpg,3,83,STU069,active,2,Male,fcm_student_004,student_remember_004,201,4,student_id,temp012,10.75,4.25,trans_004,1,student_token_004,1,Sophia FlipBank,175,SO004,/courses/writing/lesson4,192.168.1.13,2023-01-12 00:00:00,2023-02-15 00:00:00,STU069,USA,Texas,10
70,Liam Martinez,liam.martinez@student.edu,,1/20/2024 15:45,14.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.0,3,/profiles/liam_m.jpg,1,41,STU070,active,2,Male,fcm_student_005,student_remember_005,201,5,student_id,temp345,5.25,2.0,trans_005,0,student_token_005,0,Liam FlipBank,85,LI005,/courses/history/lesson1,192.168.1.14,2023-10-31 00:00:00,2024-03-12 00:00:00,STU070,USA,Texas,16
71,Alex Johnson,alex.johnson@student.edu,,1/15/2024 12:00,25.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/alex_j.jpg,3,89,STU071,active,1,Female,fcm_student_001,student_remember_001,101,1,student_id,temp123,12.75,5.25,trans_001,1,student_token_001,1,Alex FlipBank,150,AL001,/courses/math/lesson3,192.168.1.10,2023-06-05 00:00:00,2023-11-07 00:00:00,STU071,USA,Ohio,11
72,Emma Davis,emma.davis@student.edu,,1/16/2024 10:30,18.75,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/emma_d.jpg,2,76,STU072,active,1,Male,fcm_student_002,student_remember_002,101,2,student_id,temp456,8.5,3.75,trans_002,1,student_token_002,1,Emma FlipBank,120,EM002,/courses/english/lesson2,192.168.1.11,2023-09-09 00:00:00,2023-09-29 00:00:00,STU072,USA,Texas,13
73,Noah Brown,noah.brown@student.edu,,1/17/2024 9:15,32.0,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/noah_b.jpg,4,91,STU073,active,1,Male,fcm_student_003,student_remember_003,102,3,student_id,temp789,15.0,8.5,trans_003,1,student_token_003,0,Noah FlipBank,200,NO003,/courses/science/lesson1,192.168.1.12,2023-03-26 00:00:00,2023-07-03 00:00:00,STU073,Canada,Quebec,14
74,Sophia Wilson,sophia.wilson@student.edu,,1/18/2024 11:00,21.25,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/sophia_w.jpg,3,32,STU074,active,2,Male,fcm_student_004,student_remember_004,201,4,student_id,temp012,10.75,4.25,trans_004,1,student_token_004,1,Sophia FlipBank,175,SO004,/courses/writing/lesson4,192.168.1.13,2023-12-02 00:00:00,2024-04-19 00:00:00,STU074,USA,Georgia,13
75,Liam Martinez,liam.martinez@student.edu,,1/20/2024 15:45,14.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.0,3,/profiles/liam_m.jpg,1,87,STU075,active,2,Male,fcm_student_005,student_remember_005,201,5,student_id,temp345,5.25,2.0,trans_005,0,student_token_005,0,Liam FlipBank,85,LI005,/courses/history/lesson1,192.168.1.14,2023-07-20 00:00:00,2023-09-13 00:00:00,STU075,USA,Florida,14
76,Alex Johnson,alex.johnson@student.edu,,1/15/2024 12:00,25.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/alex_j.jpg,3,33,STU076,active,1,Female,fcm_student_001,student_remember_001,101,1,student_id,temp123,12.75,5.25,trans_001,1,student_token_001,1,Alex FlipBank,150,AL001,/courses/math/lesson3,192.168.1.10,2023-09-02 00:00:00,2024-01-04 00:00:00,STU076,USA,Ohio,17
77,Emma Davis,emma.davis@student.edu,,1/16/2024 10:30,18.75,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/emma_d.jpg,2,26,STU077,active,1,Non-binary,fcm_student_002,student_remember_002,101,2,student_id,temp456,8.5,3.75,trans_002,1,student_token_002,1,Emma FlipBank,120,EM002,/courses/english/lesson2,192.168.1.11,2023-11-15 00:00:00,2024-03-07 00:00:00,STU077,Canada,Quebec,15
78,Noah Brown,noah.brown@student.edu,,1/17/2024 9:15,32.0,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/noah_b.jpg,4,3,STU078,active,1,Male,fcm_student_003,student_remember_003,102,3,student_id,temp789,15.0,8.5,trans_003,1,student_token_003,0,Noah FlipBank,200,NO003,/courses/science/lesson1,192.168.1.12,2023-02-25 00:00:00,2023-05-16 00:00:00,STU078,USA,Florida,14
79,Sophia Wilson,sophia.wilson@student.edu,,1/18/2024 11:00,21.25,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/sophia_w.jpg,3,73,STU079,active,2,Female,fcm_student_004,student_remember_004,201,4,student_id,temp012,10.75,4.25,trans_004,1,student_token_004,1,Sophia FlipBank,175,SO004,/courses/writing/lesson4,192.168.1.13,2023-07-29 00:00:00,2023-10-24 00:00:00,STU079,USA,Michigan,16
80,Liam Martinez,liam.martinez@student.edu,,1/20/2024 15:45,14.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.0,3,/profiles/liam_m.jpg,1,98,STU080,active,2,Male,fcm_student_005,student_remember_005,201,5,student_id,temp345,5.25,2.0,trans_005,0,student_token_005,0,Liam FlipBank,85,LI005,/courses/history/lesson1,192.168.1.14,2023-05-28 00:00:00,2023-10-27 00:00:00,STU080,USA,Ohio,17
81,Alex Johnson,alex.johnson@student.edu,,1/15/2024 12:00,25.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/alex_j.jpg,3,74,STU081,active,1,Male,fcm_student_001,student_remember_001,101,1,student_id,temp123,12.75,5.25,trans_001,1,student_token_001,1,Alex FlipBank,150,AL001,/courses/math/lesson3,192.168.1.10,2023-04-17 00:00:00,2023-10-05 00:00:00,STU081,USA,California,15
82,Emma Davis,emma.davis@student.edu,,1/16/2024 10:30,18.75,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/emma_d.jpg,2,8,STU082,active,1,Female,fcm_student_002,student_remember_002,101,2,student_id,temp456,8.5,3.75,trans_002,1,student_token_002,1,Emma FlipBank,120,EM002,/courses/english/lesson2,192.168.1.11,2023-11-22 00:00:00,2024-02-25 00:00:00,STU082,Canada,New Brunswick,16
83,Noah Brown,noah.brown@student.edu,,1/17/2024 9:15,32.0,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/noah_b.jpg,4,36,STU083,active,1,Non-binary,fcm_student_003,student_remember_003,102,3,student_id,temp789,15.0,8.5,trans_003,1,student_token_003,0,Noah FlipBank,200,NO003,/courses/science/lesson1,192.168.1.12,2023-08-30 00:00:00,2024-01-03 00:00:00,STU083,USA,Florida,10
84,Sophia Wilson,sophia.wilson@student.edu,,1/18/2024 11:00,21.25,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/sophia_w.jpg,3,97,STU084,active,2,Male,fcm_student_004,student_remember_004,201,4,student_id,temp012,10.75,4.25,trans_004,1,student_token_004,1,Sophia FlipBank,175,SO004,/courses/writing/lesson4,192.168.1.13,2023-12-27 00:00:00,2024-05-05 00:00:00,STU084,Canada,British Columbia,11
85,Liam Martinez,liam.martinez@student.edu,,1/20/2024 15:45,14.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.0,3,/profiles/liam_m.jpg,1,35,STU085,active,2,Female,fcm_student_005,student_remember_005,201,5,student_id,temp345,5.25,2.0,trans_005,0,student_token_005,0,Liam FlipBank,85,LI005,/courses/history/lesson1,192.168.1.14,2023-12-15 00:00:00,2024-02-08 00:00:00,STU085,USA,Florida,16
86,Alex Johnson,alex.johnson@student.edu,,1/15/2024 12:00,25.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/alex_j.jpg,3,65,STU086,active,1,Non-binary,fcm_student_001,student_remember_001,101,1,student_id,temp123,12.75,5.25,trans_001,1,student_token_001,1,Alex FlipBank,150,AL001,/courses/math/lesson3,192.168.1.10,2023-03-22 00:00:00,2023-04-30 00:00:00,STU086,USA,California,15
87,Emma Davis,emma.davis@student.edu,,1/16/2024 10:30,18.75,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/emma_d.jpg,2,68,STU087,active,1,Female,fcm_student_002,student_remember_002,101,2,student_id,temp456,8.5,3.75,trans_002,1,student_token_002,1,Emma FlipBank,120,EM002,/courses/english/lesson2,192.168.1.11,2023-12-01 00:00:00,2024-01-07 00:00:00,STU087,Canada,Saskatchewan,12
88,Noah Brown,noah.brown@student.edu,,1/17/2024 9:15,32.0,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/noah_b.jpg,4,81,STU088,active,1,Female,fcm_student_003,student_remember_003,102,3,student_id,temp789,15.0,8.5,trans_003,1,student_token_003,0,Noah FlipBank,200,NO003,/courses/science/lesson1,192.168.1.12,2023-07-17 00:00:00,2023-09-18 00:00:00,STU088,USA,Ohio,12
89,Sophia Wilson,sophia.wilson@student.edu,,1/18/2024 11:00,21.25,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/sophia_w.jpg,3,22,STU089,active,2,Male,fcm_student_004,student_remember_004,201,4,student_id,temp012,10.75,4.25,trans_004,1,student_token_004,1,Sophia FlipBank,175,SO004,/courses/writing/lesson4,192.168.1.13,2023-09-23 00:00:00,2023-12-05 00:00:00,STU089,Canada,Quebec,14
90,Liam Martinez,liam.martinez@student.edu,,1/20/2024 15:45,14.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.0,3,/profiles/liam_m.jpg,1,62,STU090,active,2,Non-binary,fcm_student_005,student_remember_005,201,5,student_id,temp345,5.25,2.0,trans_005,0,student_token_005,0,Liam FlipBank,85,LI005,/courses/history/lesson1,192.168.1.14,2023-12-21 00:00:00,2024-02-08 00:00:00,STU090,USA,New York,15
91,Alex Johnson,alex.johnson@student.edu,,1/15/2024 12:00,25.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/alex_j.jpg,3,82,STU091,active,1,Female,fcm_student_001,student_remember_001,101,1,student_id,temp123,12.75,5.25,trans_001,1,student_token_001,1,Alex FlipBank,150,AL001,/courses/math/lesson3,192.168.1.10,2023-02-27 00:00:00,2023-07-15 00:00:00,STU091,Canada,Alberta,15
92,Emma Davis,emma.davis@student.edu,,1/16/2024 10:30,18.75,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/emma_d.jpg,2,84,STU092,active,1,Male,fcm_student_002,student_remember_002,101,2,student_id,temp456,8.5,3.75,trans_002,1,student_token_002,1,Emma FlipBank,120,EM002,/courses/english/lesson2,192.168.1.11,2023-12-13 00:00:00,2024-01-04 00:00:00,STU092,USA,Texas,11
93,Noah Brown,noah.brown@student.edu,,1/17/2024 9:15,32.0,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/noah_b.jpg,4,100,STU093,active,1,Male,fcm_student_003,student_remember_003,102,3,student_id,temp789,15.0,8.5,trans_003,1,student_token_003,0,Noah FlipBank,200,NO003,/courses/science/lesson1,192.168.1.12,2023-03-16 00:00:00,2023-07-26 00:00:00,STU093,USA,Washington,13
94,Sophia Wilson,sophia.wilson@student.edu,,1/18/2024 11:00,21.25,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/sophia_w.jpg,3,20,STU094,active,2,Male,fcm_student_004,student_remember_004,201,4,student_id,temp012,10.75,4.25,trans_004,1,student_token_004,1,Sophia FlipBank,175,SO004,/courses/writing/lesson4,192.168.1.13,2023-05-27 00:00:00,2023-09-02 00:00:00,STU094,Canada,Alberta,10
95,Liam Martinez,liam.martinez@student.edu,,1/20/2024 15:45,14.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.0,3,/profiles/liam_m.jpg,1,31,STU095,active,2,Prefer not to say,fcm_student_005,student_remember_005,201,5,student_id,temp345,5.25,2.0,trans_005,0,student_token_005,0,Liam FlipBank,85,LI005,/courses/history/lesson1,192.168.1.14,2023-08-19 00:00:00,2023-11-27 00:00:00,STU095,USA,Illinois,17
96,Alex Johnson,alex.johnson@student.edu,,1/15/2024 12:00,25.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/alex_j.jpg,3,19,STU096,active,1,Female,fcm_student_001,student_remember_001,101,1,student_id,temp123,12.75,5.25,trans_001,1,student_token_001,1,Alex FlipBank,150,AL001,/courses/math/lesson3,192.168.1.10,2023-02-26 00:00:00,2023-06-04 00:00:00,STU096,USA,Washington,17
97,Emma Davis,emma.davis@student.edu,,1/16/2024 10:30,18.75,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,1,/profiles/emma_d.jpg,2,37,STU097,active,1,Male,fcm_student_002,student_remember_002,101,2,student_id,temp456,8.5,3.75,trans_002,1,student_token_002,1,Emma FlipBank,120,EM002,/courses/english/lesson2,192.168.1.11,2023-05-25 00:00:00,2023-07-10 00:00:00,STU097,USA,North Carolina,12
98,Noah Brown,noah.brown@student.edu,,1/17/2024 9:15,32.0,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/noah_b.jpg,4,75,STU098,active,1,Male,fcm_student_003,student_remember_003,102,3,student_id,temp789,15.0,8.5,trans_003,1,student_token_003,0,Noah FlipBank,200,NO003,/courses/science/lesson1,192.168.1.12,2023-03-28 00:00:00,2023-09-24 00:00:00,STU098,USA,Florida,16
99,Sophia Wilson,sophia.wilson@student.edu,,1/18/2024 11:00,21.25,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.1,2,/profiles/sophia_w.jpg,3,77,STU099,active,2,Female,fcm_student_004,student_remember_004,201,4,student_id,temp012,10.75,4.25,trans_004,1,student_token_004,1,Sophia FlipBank,175,SO004,/courses/writing/lesson4,192.168.1.13,2023-09-16 00:00:00,2023-11-01 00:00:00,STU099,USA,California,14
100,Liam Martinez,liam.martinez@student.edu,,1/20/2024 15:45,14.5,$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi,2.0,3,/profiles/liam_m.jpg,1,66,STU100,active,2,Female,fcm_student_005,student_remember_005,201,5,student_id,temp345,5.25,2.0,trans_005,0,student_token_005,0,Liam FlipBank,85,LI005,/courses/history/lesson1,192.168.1.14,2023-10-26 00:00:00,2024-03-02 00:00:00,STU100,USA,Washington,16
